timestamp,date,time,location,operator,flight#,route,aircraft_type,aircraft_reg,cn_ln,total_onboard,passenger_onboard,crew_onboard,total_fatalities,passenger_fatalities,crew_fatalities,ground_casualties,summary_of_events
1953-08-03 22:37:00+00:00,08/03/1953,22:37,"Sharjah, United Arab Emirates",Orient Airways,,Karachi - Jeddah,Douglas DC-3,AP-AAD,9143,25.0,21.0,4.0,1.0,1.0,0.0,0.0,"Shortly after taking off, the aircraft entered a turn and crashed to the ground. The failure of the captain to supervise the first officer in flying the plane who was not able to fly on instruments in the dark."
1953-09-01 23:30:00+00:00,09/01/1953,23:30,"Near Barcelonnette, France",Air France,,Paris - Nice - Beirut - Baghdad - Karachi - Calcutta,Lockheed 749A Constellation,F-BAZZ,2674,42.0,33.0,9.0,42.0,33.0,9.0,0.0,"While on approach to land at Nice-Cote d' Azur Airport the aircraft crashed into Mt. Cemet in the French Alps. French violinist Jacques Tribaud, 72, among those killed. Navigational error. Pilot deviated from the prescribled route for reasons unknown."
1953-09-16 08:34:00+00:00,09/16/1953,08:34,"Albany, New York",American Airlines,723,Boston - Hartford - Albany - Chicago,Convair CV-240-0,N94255,116,28.0,25.0,3.0,28.0,25.0,3.0,0.0,"After circling, the aircraft crashed into two radio towers while on approach to Albany Municipal Airport. While the pilot was aligning with the runway, he descended below obstructions partially obscured by fog and crashed into radio towers. Crew's failure to abandon the landing under adverse weather conditions."
1953-09-28 16:18:00+00:00,09/28/1953,16:18,"Louisville, Kentucky",Resort Airlines,,Philadelphia - Louisville,Curtiss C-46F-1-CU,N66534,22384,41.0,38.0,3.0,25.0,22.0,3.0,0.0,"While the plane was attempting to land it entered a steep climb, stalled and crashed. The structural failure of the left elevator in flight, causing loss of control. This structural failure was brought about by the left outboard hinge bolt backing out of the assembly. The underlying cause was improper maintenance which resulted in the installation of hinge bolts and bearings not meeting specifications, and inadequate inspection which failed to detect this condition."
1953-10-14 14:54:00+00:00,10/14/1953,14:54,"Frankfurt, Germany",Sabena,,Salzburg - Frankfurt - Brussels,Convair CV-240-12,OO-AWQ,154,44.0,40.0,4.0,44.0,40.0,4.0,0.0,Crashed while attempting to take off. Loss of engine power on takeoff. The loss of power may possibly be attributed to the heavy deposit of lead on the spark plugs.
1953-10-19 00:56:00+00:00,10/19/1953,00:56,"New York City, New York",Eastern Air Lines,627,New York City - San Juan,Lockheed 749A Constellation,N119A,2616,27.0,22.0,5.0,2.0,2.0,0.0,0.0,The aircraft crashed a few seconds after becoming airborne. The captain's loss of visual reference and orientation when he encountered drifting fog shortly after becoming airborne on take-off and the resultant inadvertent assumption of a descending flight path.
1953-10-27 11:18:00+00:00,10/27/1953,11:18,"Near Magadan, Russia",Aeroflot,783,Magadan - Okhotsk - Nikolayevsk-on-Amur - Khabarovsk,Ilyushin IL-12,L1765,93013102,32.0,27.0,5.0,22.0,17.0,5.0,,Stalled and crashed 6 km from the airport. Overloaded. Snow not removed from the wings. Icing.
,11/03/1953,,"Tarabuco, Bolivia",Lloyd Aereo Boliviano,,Camiri - Sucre,Douglas DC-3,CP-600,2181,28.0,25.0,3.0,28.0,25.0,3.0,0.0,"Crashed into the Rodeo Pampa mountains during an approach to Sucre, 18 miles from its destination."
1953-12-04 17:00:00+00:00,12/04/1953,17:00,"Near Guaderrama, Spain",Aviaco,,Bilbao - Madrid,Bristol 170 Freighter 21,EC-AEG,12797,33.0,28.0,5.0,23.0,22.0,1.0,0.0,Crashed into Mt. Somosierra in poor weather conditions. It is believed the aircraft suffered downdraft and lost altitude before colliding with a mountain.
1953-12-19 18:55:00+00:00,12/19/1953,18:55,"Zurich, Switzerland",Sabena,,Brussels - Zurich,Convair CV-240,OO-AWO,128,44.0,41.0,3.0,1.0,1.0,0.0,0.0,Descended below the glide path in poor weather and darkness and crashed 1.5 miles short of the runway. Poor approach procedures performed by the pilot.
1954-01-10 11:05:00+00:00,01/10/1954,11:05,"Off Elba, Italy",British Overseas Airways,781,Rome - London,De Havilland DH106 Comet 1,G-ALYP,6003,35.0,29.0,6.0,35.0,29.0,6.0,0.0,"The aircraft broke up in-flight while en route from Rome to London. Metal fatigue due to a design flaw caused a breakup of the aircraft. One of two accidents with the same cause. The aircraft was nicknamed ""Yoke Peter."""
1954-02-01 13:50:00+00:00,02/01/1954,13:50,"Off Hokkaido, Japan",Military - U.S. Air Force,,Misawa - Chitose,Curtiss-Wright C46D-CU,44-78027A,33423,35.0,30.0,5.0,35.0,30.0,5.0,0.0,"After reporting a fire in the cargo hold and that a ditching was imminent,  the last message from the aircraft was ""I've lost control of the aircraft we're going in."" The plane crashed 30 km south of Tomakomai."
1954-03-13 14:34:00+00:00,03/13/1954,14:34,"Kallang Airport, Singapore",British Overseas Airways,,Australia - London,Lockheed 749A-79-33 Constellation,G-ALAM,2554,40.0,31.0,9.0,33.0,31.0,2.0,0.0,"Crashed short of the runway, hit a wall, overturned and caught fire. Improper procedures used in landing.  Pilot fatigue."
1954-04-03 13:40:00+00:00,04/03/1954,13:40,"Kabassaak, Turkey",Devlet Hava Yollari,,Adana - Istanbul,Douglas DC-3,TC-ARK,19509,25.0,20.0,5.0,25.0,20.0,5.0,0.0,"Exploded in midair about 25 miles from Adana, 15 minutes after takeoff from Adana."
1954-04-08 10:03:00+00:00,04/08/1954,10:03,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,,Montreal - Vancouver,Canadair C-4-1Argonaut / Harvard Mark II,CF-TFW/RCAF3309,150,36.0,31.0,5.0,36.0,31.0,5.0,1.0,"Midair collision between a Canadair C-4-1 and a RCAF Harvard Mark II at 6,000 feet.  Thirty-five killed on the Canadair, one on the Harvard. Failure on the part of the pilots of both aircraft to maintain a proper lookout. The onus of responsibility for keeping out of the way being with the Harvard aircraft as it had the other on its own right side."
,04/13/1954,,"Xieng Kouang, Laos",Societe Indochinoise de Raviteillement,,,Lockheed 18 Lodestar,F-OALK,2603,23.0,20.0,3.0,16.0,13.0,3.0,0.0,Stalled and crashed and burned during takeoff.
1954-04-23 21:25:00+00:00,04/23/1954,21:25,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,,Mendoza - Cordoba,Douglas DC-3,LV-ACX,12387,25.0,21.0,4.0,25.0,21.0,4.0,0.0,Crashed into a mountain during an approach. Deviation from prescribed course for unknown reasons. Crew fatigue may have played a part. The captain acted contrary to company policy regarding a required IFR approach.
1954-05-22 09:23:00+00:00,05/22/1954,09:23,"Paraparaumu, New Zealand",New Zealand National Airways,,Churchchrist - Paraparaumu,Douglas DC-3,ZK-AQT,15948/32696,28.0,26.0,2.0,3.0,3.0,0.0,0.0,Crashed onto a roadway from a height of 500 ft. and into a clump of trees.The crew used the wrong fuel selection configueration and the engines failed due to fuel starvation.
1954-07-02 12:00:00+00:00,07/02/1954,12:00,"Near Salvador, Brazil",Military - Brazilian Air Force,,,Lockheed C-28,C-28-2901,,24.0,20.0,4.0,24.0,20.0,4.0,0.0,The aircraft crashed while attempting to take off. Engine failure at a critical stage in takeoff.
1954-08-09 02:40:00+00:00,08/09/1954,02:40,"Terceira Island, Azores, Portugal",Avianca,,"Lajes, Azores - Bermuda",Lockheed 749A-79 Constellation,HK-163,2664,30.0,21.0,9.0,30.0,21.0,9.0,0.0,"Crashed into mountains after poor weather diverted the flight from Santa Maria. Flew opposite to prescribed course after takeoff. Crew error. The failure of the pilot to carry out the normal climb out procedure following takeoff on a flight to Bermuda and his having made a turn to the left instead of to the right, thus flying into the mountains instead of turning out to sea."
,08/16/1954,,"Near Pakse, Laos",Air Vietnam (South Vietnam),,Red River delta - Saigon,Bristol 170 Freighter 21E,F-VNAI,12809,55.0,51.0,4.0,47.0,46.0,1.0,0.0,Crashed into the Mekong River while making an emergency landing after encountering engine failure. The aircraft was being used to evacuate families.
1954-08-26 10:50:00+00:00,08/26/1954,10:50,"Sakhalin Oblast, Russia",Aeroflot,971,Khabarovsk - Yuzhno-Sakhalinsk,Lisunov LI-2,CCCP-L4679,6803,27.0,22.0,5.0,26.0,21.0,5.0,1.0,The plane crashed in the mountains. Crew did not properly use the navigation equipment.
1954-08-27 22:11:00+00:00,08/27/1954,22:11,"Near Rapid City, South Dekota",Military - U.S. Air Force,,Training,Convair RB-36H,51-13722,,27.0,23.0,4.0,26.0,23.0,3.0,0.0,Crashed while making practice approaches to Ellsworth Air Force Base during its sixth attempt. The plane slammed into to ground with landing gear retracted and flaps set at 20 degrees.
1954-09-05 02:39:00+00:00,09/05/1954,02:39,"Foynes, Ireland",KLM Royal Dutch Airlines,633,Amsterdam - Shannon - New York,Lockheed 1049C-55-81 S Constellation,PH-LKY,4509,56.0,46.0,10.0,28.0,25.0,3.0,0.0,"Less than a minute after takeoff, the aircraft crashed into a mudbank of the Shannon River. Although the crash site was only about 2,500 metres from the airport, no one was aware of the disaster. Rescue operations were only started after the plane's navigator, after having crossed the river, managed to reach the airport. The aircraft was partially submerged, and at least one of the fuel tanks had ruptured during the crash. The fuel fumes rendered many passengers and crew unconscious, who then drowned in the rising tide. Failure of the captain to interpret his instrument indications properly during flap retraction after the gear was re-extended."
1954-09-12 20:08:00+00:00,09/12/1954,20:08,"Off Rio de Janeiro, Brazil",Cruzeiro do Sul,,Sao Paulo - Rio de Janeiro,Douglas DC-3,PP-CDJ,19278,26.0,22.0,4.0,6.0,6.0,0.0,0.0,The plane was attemping to return to the Rio de Janeiro after severe vibrations in the No. 1 engine made the crew feather the prop.  While on final the aircraft came in too high and a go-around was attempted during which the plane crashed into the Guanabara Bay. Lack of reference to instruments after opening the throttle to go-around in restricted visibility.  Power may have been inadvertently reduced on the good engine.
1954-09-27 00:57:00+00:00,09/27/1954,00:57," Novosibirsk, Russia",Aeroflot,10,Krasnoyarsk - Novosibirsk,Ilyushin IL-12,CCCP-L1365, 30 086,29.0,24.0,5.0,29.0,24.0,5.0,0.0,"Crashed in fog while attempting to land. Crew error, landing in conditions below minimums."
1954-10-30 01:00:00+00:00,10/30/1954,01:00,"Off Ocean City, Maryland",Military - U.S. Navy,57,"Patuxent River NAS - Kenitra, Morocco",Lockheed R7V-1,128441,4108,42.0,21.0,21.0,42.0,21.0,21.0,0.0,"The aircraft disappeared approximately 300 miles east of Ocean City, Maryland and no trace of the wreckage or bodies was ever found."
,11/16/1954,,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),,Pucallpa - Lima,Douglas DC-3,FAP-403,,24.0,21.0,3.0,24.0,21.0,3.0,0.0,Disappeared over the Andes while en route. Wreckage found 12/04/1954.
,12/04/1954,,"Near Luang Pragang, Laos",Air Laos,,Luang Prabang - Nam Tha,Douglas DC-3,F-BEIA,19211,29.0,25.0,4.0,29.0,25.0,4.0,0.0,Crashed in the jungle about 30 km north of Luang Prabang on the company's first commercial flight.
1954-12-18 14:00:00+00:00,12/18/1954,14:00,"New York, New York",Linee Aeree Italiane,451,Rome - New York City,Douglas DC-6B,I-LINE,44418/487,32.0,22.0,10.0,26.0,16.0,10.0,0.0,"The plane crashed into approach lights of the runway during the fourth landing attempt at Idlewild Airport, sinking into Jamaica  Bay. An erratic approach which resulted in a descent to an altitude too low to avoid striking the pier. A contributing factor was pilot fatigue due to the particular and difficult circumstances including two and one-half hours in a holding pattern."
1954-12-22 23:00:00+00:00,12/22/1954,23:00,"Pittsburgh, Pennsylvania",Johnson Flying Service,4844-C,Newark - Pittsburgh - Colorado Springs,Douglas DC-3,N24320,20197,28.0,23.0,5.0,10.0,9.0,1.0,0.0,Ditched into the Monongahela River after running out of fuel. Inadequate flight planning. Contributing factors were inadequate crew supervision and training.
,12/25/1954,,"Prestwick, Ayrshire, Scotland",British Overseas Airways,,London - Prestwick - Shannon - Gander - New York,Boeing B377-10-28 Stratocruiser,G-ALSA,15943,36.0,25.0,11.0,28.0,24.0,4.0,0.0,"Crashed short of the runway, landing hard. Pilot error. Errors of judgement on the part of the captain in starting his final approach to land at too steep an angle and flaring out too late and too severely with the result that the aircraft sank and hit the ground short of the runway."
1955-01-19 16:25:00+00:00,01/19/1955,16:25,"Des Moines, Iowa",United Air Lines,329,Newark - Des Moines - Lincoln,Convair CV-340,N73154,180,39.0,36.0,3.0,0.0,0.0,0.0,0.0,Almost complete loss of elevator control and severe vibration was experienced shortly after taking off from Des Moines. The plane when into a steep climb and almost stalled but the captain applied full power and went into a steep dive. The captain then reduced power and headed for open country where the aircraft safely made an emergency wheels up  landing in a corn field.  A series of omissions made by maintenance personnel during a scheduled inspection which resulted in the release of the aircraft in an unairworthy condition and an almost complete loss of elevator control during flight.
1955-02-13 19:53:00+00:00,02/13/1955,19:53,"Abruzzio Mountains, Italy",Sabena,,Brussels - Rome,Douglas DC-6,OO-SDB,43063/60,29.0,21.0,8.0,29.0,21.0,8.0,0.0,Crashed into a mountain while on approach. Navigational error due to failure to use radio equipment.
1955-02-23 09:20:00+00:00,02/23/1955,09:20,"Salisbury,  Zimbabwe",Central African Airways,626,Salisbury - Lusaka,Douglas DC-3,VP-YKO,15109/26554,26.0,21.0,5.0,1.0,0.0,1.0,0.0,The pilot began taking off and retracted the landing gear when smoke was observed in the cockpit. He attempted to belly land the plane. The propellers separated and penetrated the fuselage killing the fight engineer. The presence of smoke in the flight crew compartment in sufficient quantity to make the captain apprehensive of fire and to cause him to land the aircraft immediately with the landing gear retracted. A fractured rubber hose on the port engine connecting the rocker box of one of the lower cylinders to the collector box caused smoke to enter the wheel well and into the crew compartment.
1955-03-08 13:40:00+00:00,03/08/1955,13:40,"Mascota, Mexico",Mexicana,591,Puerto Vallarta - Talpa de Allende - Mascota - Guadalajara,Douglas DC-3,XA-DIK,3992,26.0,23.0,3.0,26.0,23.0,3.0,0.0,the airplane hit the slope of the Cerro del Cabre located about 20 km northwest of the airport.
1955-03-20 22:36:00+00:00,03/20/1955,22:36,"Springfield, Missouri",American Airlines,711,Newark - Chicago - St. Louis - Springfield - Tulsa,Convair CV-240-0,N94234,66,35.0,32.0,3.0,13.0,11.0,2.0,0.0,The plane crashed 1.25 miles short of the runway while attempting to land. Crew's inattention to flight instruments during approach. Pilot sensory illusion which gave a  false impression of the aircraft's altitude.
1955-03-22 02:03:00+00:00,03/22/1955,02:03,"Oahu, Hawaii",Military - U.S. Navy,,Tokyo - Hickam - Travis,Douglas R6D-1 (C-118B),131612,43715,66.0,57.0,9.0,66.0,57.0,9.0,0.0,"The aircraft returned to Hickam Airfield because of inoperative high-frequency radio transmitters. As the plane was descending to land, it crashed into Pali Kea peak, 15 miles northwest of Honolulu. Navigational error by the crew brought the plane 8 miles north of its intended position."
,06/18/1955,,"Leon, Mexico",Tigres Voladores,,Leon - Mexico City,Curtiss C-46,XA-LID,,39.0,36.0,3.0,18.0,18.0,0.0,0.0,Lost an engine on takeoff and crashed into trees and caught fire.
